Book Name,Author,Rating,Number of Reviews,Price,Listening Time (Minutes),Rank,Genre,Processed_Description,cluster
No Excuses!: The Power of Self-Discipline for Success in Your Life,Brian Tracy,4.5,880.5,820.0,411.0,127,Analysis & Strategy,"Most people think success come good luck enormous talent , many successful people achieve accomplishment simpler way : self-discipline . Brian Tracy know firsthand . He ’ graduate high school , working year laborer , realized limited skill limited future . But power self-discipline , changed life , achieving success sale marketing , investing , real-estate development , management consulting . He consulted 1,000 company , given motivational speech seminar four million people 40 country , written 45 book .",1
H.G. Wells: The Science Fiction Collection,H. G. Wells,-1.0,267.25,1898.0,1635.0,237,Science Fiction (Books),"He ’ often called father science fiction . Now , listen H. G. Wells ’ five science fiction novel one definitive collection . Introduced film director H. G. Wells fanboy Eli Roth , collection feature unabridged recording novel performed Hugh Bonneville , Jason Isaacs , Sophie Okonedo , David Tennant Alexander Vlahos .",0
Rebecca,Daphne Du Maurier,4.5,2945.0,873.0,886.0,559,"Crime, Thriller & Mystery (Books)",Exclusively Audible,4
How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,4.6,1786.5,879.0,528.0,666,ess Careers,"Blasting clichéd career advice , contrarian pundit creator Dilbert recount humorous ups down career , revealing outsized role luck life best play system .",1
Das Think Like a Monk-Prinzip: Finde innere Ruhe und Kraft für ein erfülltes und sinnvolles Leben,Jay Shetty,-1.0,267.25,703.0,694.0,115,Personal Development & Self-Help,"Als er gerade frisch von der Wirtschaftshochschule kommt , wendet sich der gebürtige Londoner Jay Shetty von der Welt der Anzüge und Büros ab , rasiert seinen Kopf und wird Mönch . Nach drei Jahren Indien folgt er seinem Gefühl nach der eigenen Berufung und kehrt zurück , um da , er gelernt hat , auf überzeugende Weise - aktiv , dynamisch , unterhaltsam , zugänglich - mit der Welt , au der er gekommen war , zu teilen . Es gelingt : Heute folgen ihm über 32 Millionen Menschen den sozialen Medien .",1
The Personal MBA: Master the Art of Business,Josh Kaufman,4.5,1497.0,836.0,925.0,177,ess Careers,"Audie Award Nominee , Business Educational , 2013",1
The Da Vinci Code,Dan Brown,4.7,3829.0,1435.0,999.0,162,"Crime, Thriller & Mystery (Books)","A murder silent , late night hall Louvre reveals sinister plot uncover secret protected clandestine society since day Christ . The victim high-ranking agent ancient society , moment death , manages leave gruesome clue scene cryptographer daughter symbologist friend untangle . The duo becomes suspect detective searching murderer , also stunning secret charged protect .",0
F*cking History: 111 Lessons You Should Have Learned in School,The Captain,5.0,183.5,754.0,247.0,152,Family & Relationships,"History n't suck : Smart , crude , hilariously relevant modern life .",1
Harvard Business Review Manager's Handbook: The 17 Skills Leaders Need to Stand Out,Harvard Business Review,4.7,143.0,668.0,581.0,137,Leadership,The one primer need develop managerial leadership skill .,0
Educated,Tara Westover,4.7,19556.0,888.0,730.0,107,Family & Relationships,Brought Penguin .,2
The Girl with a Plan: Love in Times of Tinder,Shanaya Taneja,2.5,7.0,0.0,22.0,14,Adult Collections & Anthologies,"What happens hot girl move new neighbour ? Varun blown away new neighbour Shanaya . He plan get interested , say anything , Shanaya invite help move . It take long sensual tension lead naughty sheet . Varun ’ plan worked thought , soon find wrong .",1
Jaya: A Retelling of the Mahabharata,Devdutt Pattanaik,4.5,1331.5,879.0,523.0,110,Fairy Tale Fantasy,"Jaya : A Retelling Mahabharata whole epic , originally known Jaya , condensed tiny capsule book . Other retelling interesting part Mahabharata , make book favourite among audience Pattanaik 's rendering various local folklore tale associated epic , presented whole new genre . With master stroke , author elaborated storyline including lesser-known folklore story epic , keeping intact original form style .",0
The Order of Time: Narrated by Benedict Cumberbatch,Carlo Rovelli,4.5,934.5,615.0,258.0,543,Popular Culture Studies,Winner Specsavers Audiobook Year 2018 .,0
"Asura (Hindi Edition): Parajiton ki gatha, Ravana va uski praja ki kahani",Anand Neelkantan,2.0,1.0,1171.0,1266.0,293,Historical Fiction (Books),"The story Ravana people told innumerable time . This Hindi translation number one national best seller . This saga victory defeat - story tainted India 's oppressed exploited caste 3,000 year . Unlike Ramayana , story Ravana never told far . But 's time speak dead defeated .",0
"Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness",Vex King,4.7,4492.5,633.0,250.0,292,Personal Development & Self-Help,"The Sunday Times best seller - 100,000 copy sold .",0
Why I Am an Atheist and Other Works,Bhagat Singh,4.5,324.5,501.0,180.0,537,Asian History (Books),"Bhagat Singh name became synonymous revolution India ’ struggle Independence . This young boy brought change way people thought freedom . He well read fought extensively right – , comrade ’ countryman ’ .",1
Diary of a Young Girl,Anne Frank,4.5,3322.0,888.0,608.0,192,Historical Biographies,Brought Penguin .,2
Atlas Shrugged,Ayn Rand,4.3,5386.5,1406.0,3776.0,141,Classic Literature,"In defense greatest human quality made civilization possible , one man set show would happen world hero innovation industry went strike . Is destroyer liberator ? And fight hardest battle enemy woman love ?",1
What Got You Here Won't Get You There: How Successful People Become Even More Successful,Marshall Goldsmith,4.4,785.0,668.0,476.0,179,ess Management,"Marshall Goldsmith expert helping global leader overcome sometimes unconscious annoying habit attain higher level success . His one-on-one coaching come six-figure price tag . But , book , get Marshall 's great advice without hefty fee !",1
An Era of Darkness: The British Empire in India,Shashi Tharoor,4.5,1142.5,836.0,746.0,175,Political Structure & Processes,"In 1930 , American historian philosopher Will Durant wrote Britain conscious deliberate bleeding India ... [ ] greatest crime history . He one denounce rapacity cruelty British rule , assessment exaggerated . Almost 35 million Indians died act commission omission British famine , epidemic , communal riot wholesale slaughter like reprisal killing 1857 War Independence Amritsar massacre 1919 . Besides death Indians , British rule impoverished India manner beggar belief . When East India Company took control country , chaos ensued collapse Mughal empire , India 's share world GDP 23 per cent . When British left 3 per cent .",1
The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller,4.5,2845.0,1172.0,324.0,160,Personal Success,"This audiobook busy people . If want le plate life career , tune # 1 Wall Street Journal best seller , The ONE Thing : The Surprisingly Simple Truth Behind Extraordinary Results . The ONE Thing bring life work focus . Authors Gary Keller Jay Papasan teach trick cut clutter , achieve better result le time , dial stress , master matter . Unabridged version includes :",0
The Forest of Enchantments,Chitra Banerjee Divakaruni,4.5,595.0,836.0,765.0,188,Classic Literature,"The Ramayana , one world 's greatest epic , also tragic love story . In brilliant retelling , Chitra Banerjee Divakaruni place Sita centre novel : Sita 's version . The Forest Enchantments also human story woman epic , often misunderstood relegated margin : Kaikeyi , Surpanakha , Mandodari . A powerful comment duty , betrayal , infidelity honour , also woman 's struggle retain autonomy world privilege men , Chitra transforms ancient story gripping , contemporary battle will . While Ramayana resonates even today , make relevant ever , underlying question novel : How woman treated loved one ? What right relationship ? When woman need stand say , 'Enough ! '",0
The Complete Works of Swami Vivekananda: Volume 1,Swami Vivekananda,4.4,60.0,836.0,1080.0,780,duism (Books),"What Hinduism needed , amidst general disintegration modern era , rock could lie anchor , authoritative utterance might recognize self . And given word writing Swami Vivekananda .",1
Honor Yourself,Diddy,-1.0,267.25,0.0,25.0,32,Sleep Disorders,"In meditation created exclusively help sleep , hip-hop legend entrepreneur Diddy confidently guide relaxing reassuring meditation designed help slow find inner peace .",1
The Mastery Manual (Hindi): A Life-Changing Guide for Personal and Professional Greatness,Robin Sharma,4.4,18.0,501.0,291.0,444,Personal Development & Self-Help,"This book life-changing guide personal professional contentment . The Mastery Manual packed useful idea practice get great height quickly . The book includes 36 life-changing section , help take business life next level . The book teach listener reflect working living well commit making correction get better . It tell listener think need happen day order sense lived completely happily .",1
Pride and Prejudice,Jane Austen,-1.0,267.25,836.0,695.0,128,Historical Fiction (Books),"One Jane Austen ’ beloved work , Pride Prejudice , vividly brought life Academy Award nominee Rosamund Pike ( Gone Girl ) . In bright energetic performance British classic , expertly capture Austen ’ signature wit tone . Her attention detail , literary background , performance 2005 feature film version novel provide perfect foundation convey story Elizabeth Bennet , four sister , inimitable Mr. Darcy .",0
"Guns, Germs and Steel: The Fate of Human Societies",Jared Diamond,4.4,2786.0,1256.0,980.0,183,Human Geography,"Pulitzer Prize , General Nonfiction , 1998",1
"How to Day Trade for a Living: A Beginner's Guide to Trading Tools and Tactics, Money Management, Discipline and Trading Psychology",Andrew Aziz,4.4,3587.0,668.0,416.0,207,Analysis & Strategy,"Very career offer freedom , flexibility , income day trading . As day trader , live work anywhere world . You decide work work . You answer . That life successful day trader . Many people aspire , succeed .",1
"Trading for a Living: Psychology, Trading Tactics, Money Management",Alexander Elder,4.4,197.0,445.0,178.0,210,Textbooks & Study Guides,Trading Living help master :,1
"Explicit Erotic Sex Stories: Gangbangs, Threesomes, Anal Sex, MILFs, BDSM, Rough Forbidden Adult, Taboo Collection",Cassidy Johnson,-1.0,267.25,668.0,324.0,290,BDSM Erotica,"Do like hot Erotica short book sexy love story ? You 'll find gangbangs , threesome , anal sex , MILFs , BDSM , rough sex , much ! Then audiobook : get audiobook start listening .",1
"You Can Heal Your Life (Unabridged, Adapted for Audio)",Louise L. Hay,4.6,1861.0,586.0,299.0,170,Family & Relationships,Louise show changing thinking ... really heal life !,1
Super Thinking: Upgrade Your Reasoning and Make Better Decisions with Mental Models,Gabriel Weinberg,4.4,216.0,820.0,757.0,215,Creativity,"You want make better decision . You want right time professionally personally . However , right consistently hard problem world complex , evolving place . How navigate complexity ?",1
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,4.3,1682.0,837.0,539.0,272,Analysis & Strategy,"`` You 'll break ice , 'll melt away new skill . '' -Larry King",1
A New Earth: Awakening Your Life's Purpose,Eckhart Tolle,4.7,5175.5,1131.0,552.0,347,"d, Body & Spirit","Building astonishing success The Power Now , Eckhart Tolle present listener honest look current state humanity : He implores u see accept state , based erroneous identification egoic mind , one dangerous insanity .",1
Nirmala (Hindi Edition),Munshi Premchand,4.4,482.0,836.0,351.0,121,Classic Fiction (Books),"A young girl forced marry widower father 's age , three son former wife . The plot unfolds reveal husband ’ suspicion relationship eldest stepson , suspicion lead death many family member destroys family .",1
